State,Constituency,Party,Candidate,Votes,Votes Percentage
Andhra Pradesh,Bapatla ,All Peoples Party,CHINNAM MURALIDHAR,255,3.95E-07
Andhra Pradesh,Bapatla ,None of the Above,NOTA,13723,2.13E-05
Andhra Pradesh,Ongole,Telugu Desam,MAGUNTA SREENIVASULU REDDY,701894,0.001087595
Andhra Pradesh,Ongole,Yuvajana Sramika Rythu Congress Party,DR CHEVIREDDY BHASKAR REDD,651695,0.001009811
Andhra Pradesh,Ongole,Indian National Congress,EDA SUDHAKARA REDDY,26722,4.14E-05
Andhra Pradesh,Ongole,Bahujan Samaj Party,DHARANIKOTA LAKSHMI NARAYANA,6314,9.78E-06
Andhra Pradesh,Ongole,Independent,PODILI RAMBABU,3073,4.76E-06
Andhra Pradesh,Ongole,Independent,BUCHI EDUKONDALU,3048,4.72E-06
Andhra Pradesh,Ongole,Jai Bharat National Party,ORSU VEENA,2267,3.51E-06
Andhra Pradesh,Ongole,Independent,BONTHA RANGA REDDY,1923,2.98E-06
Andhra Pradesh,Ongole,Independent,BODDU KRANTHI KUMAR,1798,2.79E-06
Andhra Pradesh,Ongole,Independent,MOHAN GOUD J V,1447,2.24E-06
Andhra Pradesh,Ongole,Independent,U MADHU BABU,1008,1.56E-06
Andhra Pradesh,Ongole,Samajwadi Party,PASAM VENKATESWARLU YADAV,743,1.15E-06
Andhra Pradesh,Ongole,Independent,KARATAPU RAJU,735,1.14E-06
Andhra Pradesh,Ongole,Independent,JAGADEESH RAYAPATI,725,1.12E-06
Andhra Pradesh,Ongole,Independent,DEVIREDDY BALANJANEYULU,716,1.11E-06
Andhra Pradesh,Ongole,Independent,HARI PRASAD TUPAKULA,711,1.10E-06
Andhra Pradesh,Ongole,Pyramid Party of India,SURYA TEJA KOTA,683,1.06E-06
Andhra Pradesh,Ongole,Independent,AKUMALLA MALLIKARJUNA REDDY,575,8.91E-07
Andhra Pradesh,Ongole,Independent,VESHAPOGU GURAVABABU,461,7.14E-07
Andhra Pradesh,Ongole,Liberation Congress Party,KOMMU YOHANU,461,7.14E-07
Andhra Pradesh,Ongole,Independent,SESHUBABU GUDDANTI,449,6.96E-07
Andhra Pradesh,Ongole,Independent,SINGAMNENI SREEKANTH,410,6.35E-07
Andhra Pradesh,Ongole,Independent,YARRA DASARADHARAMAIAH,394,6.11E-07
Andhra Pradesh,Ongole,Jatiya Jana Sena Party,K PAVAN KALYAN,392,6.07E-07
Andhra Pradesh,Ongole,Independent,KOTA VAMSI KRISHNA,365,5.66E-07
Andhra Pradesh,Ongole,None of the Above,NOTA,13205,2.05E-05
Andhra Pradesh,Nandyal,Telugu Desam,DR BYREDDY SHABARI,701131,0.001086413
Andhra Pradesh,Nandyal,Yuvajana Sramika Rythu Congress Party,POCHA BRAHMANANDA REDDY,589156,0.000912906
Andhra Pradesh,Nandyal,Indian National Congress,J LAKSHMI NARASIMHA YADAV,56204,8.71E-05
Andhra Pradesh,Nandyal,Independent,P GURUVAIAH,8191,1.27E-05
Andhra Pradesh,Nandyal,Bahujan Samaj Party,A CHINNA MOULALI,7831,1.21E-05
Andhra Pradesh,Nandyal,Social Democratic Party Of India,HAFIZ ATAULLAH KHAN,6932,1.07E-05
Andhra Pradesh,Nandyal,Independent,KOMMUSANI PEDDA KAMBAGIRI SWAMY,4633,7.18E-06
Andhra Pradesh,Nandyal,Independent,GAGGERA VENKATA RAMANAIAH,3031,4.70E-06
Andhra Pradesh,Nandyal,Independent,DUMAVATH SWAMY NAIK,2358,3.65E-06
Andhra Pradesh,Nandyal,Independent,KUNUKUNTLA RAMUDU,1413,2.19E-06
Andhra Pradesh,Nandyal,Independent,E ANIL KUMAR,1334,2.07E-06
Andhra Pradesh,Nandyal,Independent,BRAHMANANDA REDDY K,1272,1.97E-06
Andhra Pradesh,Nandyal,Independent,C SURENDRA NATHA REDDY,1268,1.96E-06
Andhra Pradesh,Nandyal,Jaathia Chethi Vruthula Ikya Vedika Party,UPPU SUBBARAYUDU,791,1.23E-06
Andhra Pradesh,Nandyal,Independent,NAGESWARA RAO,680,1.05E-06
Andhra Pradesh,Nandyal,Navarang Congress Party,BHUMA VEERA BHADRA REDDY,646,1.00E-06
Andhra Pradesh,Nandyal,All India Forward Bloc,YELAMPALLE GOVARDHAN REDDY,642,9.95E-07
Andhra Pradesh,Nandyal,Independent,VIJAYA BHASKAR REDDYPOGU,641,9.93E-07
Andhra Pradesh,Nandyal,Samajwadi Party,PANDU RANGA YADAV SIDDAPU,605,9.37E-07
Andhra Pradesh,Nandyal,Liberation Congress Party,CHANDINI REDDY VAKATI,556,8.62E-07
Andhra Pradesh,Nandyal,Anna YSR Congress Party,GAJULA SHALIMIYA,486,7.53E-07
Andhra Pradesh,Nandyal,Independent,B C RAMANADHA AREDDY,472,7.31E-07
Andhra Pradesh,Nandyal,Neethi Nijayithi Party,KULURU RAMA KRISHNA REDDY,430,6.66E-07
Andhra Pradesh,Nandyal,Independent,CH P MALLESWARUDU,421,6.52E-07
Andhra Pradesh,Nandyal,Independent,I V PAKKIR REDDY,410,6.35E-07
Andhra Pradesh,Nandyal,Independent,V MADHUSUDHANA REDDY,401,6.21E-07
Andhra Pradesh,Nandyal,Independent,BUSHAKU MAHESWARA REDDY,390,6.04E-07
Andhra Pradesh,Nandyal,Jai Maha Bharath Party,GOGULA SUGUNAMMA,379,5.87E-07
Andhra Pradesh,Nandyal,Independent,U P MUNI REDDY,376,5.83E-07
Andhra Pradesh,Nandyal,Independent,BELLAMKONDA SREENIVASULU,353,5.47E-07
Andhra Pradesh,Nandyal,Independent,BALIJA SHIVA KUMAR,288,4.46E-07
Andhra Pradesh,Nandyal,None of the Above,NOTA,10697,1.66E-05
Andhra Pradesh,Kurnoolu,Telugu Desam,BASTIPATI NAGARAJU PANCHALINGALA,658914,0.001020997
Andhra Pradesh,Kurnoolu,Yuvajana Sramika Rythu Congress Party,B Y RAMAIAH,547616,0.000848539
Andhra Pradesh,Kurnoolu,Indian National Congress,P.G.RAMPULLAIAH YADAV LUCKY-2,70373,0.000109044
Andhra Pradesh,Kurnoolu,Bahujan Samaj Party,MANCHALA LAKSHMI NARAYANA,8589,1.33E-05
Andhra Pradesh,Kurnoolu,Independent,BOYA SURESH,5900,9.14E-06
Andhra Pradesh,Kurnoolu,Independent,T. BEECHUPALLI,5127,7.94E-06
Andhra Pradesh,Kurnoolu,Independent,VIJAYA BHASKAR .REDDYPOGU,3508,5.44E-06
Andhra Pradesh,Kurnoolu,Independent,PAGADALA KODANDA,3076,4.77E-06
Andhra Pradesh,Kurnoolu,Independent,DEVARAPOGU MADDILETY,2582,4.00E-06
Andhra Pradesh,Kurnoolu,Independent,PRAKASH REDDY RALAMPADU,2225,3.45E-06
Andhra Pradesh,Kurnoolu,Social Democratic Party Of India,JAHANGIR AHMED,2074,3.21E-06
Andhra Pradesh,Kurnoolu,Independent,DR. REDDYPOGU PRAVEEN KUMAR,1856,2.88E-06
Andhra Pradesh,Kurnoolu,Anna YSR Congress Party,ABDUL SATTAR  A.S.R,1601,2.48E-06
Andhra Pradesh,Kurnoolu,Bharatha Chaitanya Yuvajana Party,VALMIKI ARJUNA,1390,2.15E-06
Andhra Pradesh,Kurnoolu,Independent,URUKUNDU VADDE,1295,2.01E-06
Andhra Pradesh,Kurnoolu,Socialist Unity Centre Of India (COMMUNIST),MALLEPOGU NAGANNA,1164,1.80E-06
Andhra Pradesh,Kurnoolu,Jai Bharat National Party,SUNKARA SREEDHAR,1163,1.80E-06
Andhra Pradesh,Kurnoolu,All Peoples Party,TARIGOPULA RAJABABU,1033,1.60E-06
Andhra Pradesh,Kurnoolu,Liberation Congress Party,AMRUTH KUMAR SALKAPURAM,783,1.21E-06
Andhra Pradesh,Kurnoolu,None of the Above,NOTA,10511,1.63E-05
Andhra Pradesh,Ananthapur,Telugu Desam,AMBICA G LAKSHMINARAYANA VALMIKI,768245,0.001190407
Andhra Pradesh,Ananthapur,Yuvajana Sramika Rythu Congress Party,MALAGUNDLA SANKAR NARAYANA,579690,0.000898238
Andhra Pradesh,Ananthapur,Indian National Congress,MALLIKARJUNA VAJJALA,43217,6.70E-05
Andhra Pradesh,Ananthapur,Independent,G.V.RAMANA REDDY,6439,9.98E-06
Andhra Pradesh,Ananthapur,Bahujan Samaj Party,BANASI NARAYANAPPA,6396,9.91E-06
Andhra Pradesh,Ananthapur,Independent,V.MURALI PRASAD REDDY,5778,8.95E-06
Andhra Pradesh,Ananthapur,Andhra Rastra Praja Samithi,DR.NALLANI RAMESH NAIDU,4989,7.73E-06
Andhra Pradesh,Ananthapur,Pyramid Party of India,M.SURENDRA,2935,4.55E-06
Andhra Pradesh,Ananthapur,Jaathia Chethi Vruthula Ikya Vedika Party,U.C.VENKATASUBBAIAH,2540,3.94E-06
Andhra Pradesh,Ananthapur,Independent,P.CHOWDESWARI,1518,2.35E-06
Andhra Pradesh,Ananthapur,Independent,VADLA KESAVAIAH,1494,2.31E-06
Andhra Pradesh,Ananthapur,Independent,B.RAGHAVENDRA PRASAD,1318,2.04E-06
Andhra Pradesh,Ananthapur,Independent,LOKANATH GOWD SURAGOWINI,1091,1.69E-06
Andhra Pradesh,Ananthapur,Independent,KETHIREDDY RAGHUNATHAREDDY,1091,1.69E-06
Andhra Pradesh,Ananthapur,Independent,SREERANGARAJULA GOPINATH ROYAL,904,1.40E-06
Andhra Pradesh,Ananthapur,Samajwadi Party,SHAIK.NIZAM,753,1.17E-06
Andhra Pradesh,Ananthapur,Jaibhim Rao Bharat Party,RAMAVTH CHINNA RAMAPPA NAIK,745,1.15E-06
Andhra Pradesh,Ananthapur,All India Kisan Janatha party,KURUBA MALLIKARJUNA.S.,578,8.96E-07
Andhra Pradesh,Ananthapur,Socialist Unity Centre Of India (COMMUNIST),B.NAGAMUTHYALU,570,8.83E-07
Andhra Pradesh,Ananthapur,Bhartiya Panchyat Party,SRINIVASA RAJU.O,494,7.65E-07
Andhra Pradesh,Ananthapur,Challengers Party,DURGA PRASAD D BYATARAYANAJI,444,6.88E-07
Andhra Pradesh,Ananthapur,None of the Above,NOTA,9199,1.43E-05
Andhra Pradesh,Hindupur,Telugu Desam,B K PARTHASARATHI,725534,0.001124225
Andhra Pradesh,Hindupur,Yuvajana Sramika Rythu Congress Party,J SHANTHA,593107,0.000919028
Andhra Pradesh,Hindupur,Indian National Congress,B A SAMAD SHAHEEN,55059,8.53E-05
Andhra Pradesh,Hindupur,Bahujan Samaj Party,BHAGYA R S,8015,1.24E-05
Andhra Pradesh,Hindupur,Independent,PRATHAP REDDY GORLA,5444,8.44E-06
Andhra Pradesh,Hindupur,Independent,H D HANUMANTHE GOWD,2278,3.53E-06
Andhra Pradesh,Hindupur,Revolutionary Socialist Party,ANJINAPPA GARI SREENIVASULU,2051,3.18E-06
Andhra Pradesh,Hindupur,Independent,S N SURESH,1631,2.53E-06
Andhra Pradesh,Hindupur,Independent,DASAGANIPALLI KULLAYAPPA,1328,2.06E-06
Andhra Pradesh,Hindupur,Socialist Unity Centre Of India (COMMUNIST),ASHOK,1292,2.00E-06
Andhra Pradesh,Hindupur,Independent,T SUDHAKAR REDDY,1237,1.92E-06
Andhra Pradesh,Hindupur,Independent,S RAGHUNATHA REDDY,710,1.10E-06
Andhra Pradesh,Hindupur,National Nava Kranthi Party,BUDILI DHANUNJAYA,682,1.06E-06
Andhra Pradesh,Hindupur,None of the Above,NOTA,17971,2.78E-05
Andhra Pradesh,Kadapa,Yuvajana Sramika Rythu Congress Party,Y. S. AVINASH REDDY,605143,0.000937678
Andhra Pradesh,Kadapa,Telugu Desam,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,542448,0.000840531
Andhra Pradesh,Kadapa,Indian National Congress,Y.S. SHARMILA REDDY,141039,0.000218542
Andhra Pradesh,Kadapa,Bahujan Samaj Party,PANDITI. GURAPPA.,3810,5.90E-06
Andhra Pradesh,Kadapa,Rashtriya Praja Congress  (Secular),VENU GOPAL RACHINENI,3570,5.53E-06
Andhra Pradesh,Kadapa,Independent,CHINNAPUREDDY GOPALA KRISHNA REDDY,2430,3.77E-06
Andhra Pradesh,Kadapa,Rayalaseema Rashtra Samithi,KUNCHAM. VENKATA SUBBA REDDY,2333,3.62E-06
Andhra Pradesh,Kadapa,Independent,L. KHAJA HUSSAIN,1088,1.69E-06
Andhra Pradesh,Kadapa,All India Forward Bloc,ANKIREDDY. SURESH KUMAR REDDY.,755,1.17E-06
Andhra Pradesh,Kadapa,Independent,KAKARLA SHANMUKHA REDDY,647,1.00E-06
Andhra Pradesh,Kadapa,Jaibhim Rao Bharat Party,PALLE RAMESH,624,9.67E-07
Andhra Pradesh,Kadapa,Anna YSR Congress Party,CHAN BASHA. S,439,6.80E-07
Andhra Pradesh,Kadapa,Jaathia Chethi Vruthula Ikya Vedika Party,J. V. RAMANA,434,6.72E-07
Andhra Pradesh,Kadapa,Jana Sahayaka Sakthi,MALIKIREDDY. HANUMANTHA REDDY,369,5.72E-07
Andhra Pradesh,Kadapa,None of the Above,NOTA,16846,2.61E-05
Andhra Pradesh,Nellore,Telugu Desam,PRABHAKAR REDDY VEMIREDDY,766202,0.001187241
Andhra Pradesh,Nellore,Yuvajana Sramika Rythu Congress Party,VENUMBAKA VIJAYASAI REDDY,520300,0.000806212
Andhra Pradesh,Nellore,Indian National Congress,KOPPULA RAJU,54844,8.50E-05
Andhra Pradesh,Nellore,Bahujan Samaj Party,BHASKAR NASINA,5811,9.00E-06
Andhra Pradesh,Nellore,Revolutionary Socialist Party,VIVEKA MANNEPALLI,2804,4.34E-06
Andhra Pradesh,Nellore,Independent,KOPPALA RAGHU,2015,3.12E-06
Andhra Pradesh,Nellore,Jai Bharat National Party,GAJULA SOMA SEKHAR,1779,2.76E-06
Andhra Pradesh,Nellore,Pyramid Party of India,SHAIK MUZIBUR RAHAMAN,1330,2.06E-06
Andhra Pradesh,Nellore,Republican Party of India (A),SHAIK MAHABOOB BASHA (MABU),1233,1.91E-06
Andhra Pradesh,Nellore,Navarang Congress Party,MALLEPALLY RAGHU,1105,1.71E-06
Andhra Pradesh,Nellore,All India Forward Bloc,SHAIK SHAFI AHMED,1037,1.61E-06
Andhra Pradesh,Nellore,Bharatha Chaitanya Yuvajana Party,NAKKA DINESH,600,9.30E-07
Andhra Pradesh,Nellore,Jaibhim Rao Bharat Party,TALARI VENKATAIAH,558,8.65E-07
Andhra Pradesh,Nellore,Radical Party of India (Ambedkarist),PUNGANURU PRASANNA GANAPATHI,454,7.03E-07
Andhra Pradesh,Nellore,None of the Above,NOTA,15577,2.41E-05
Andhra Pradesh,Thirupathi,Yuvajana Sramika Rythu Congress Party,GURUMOORTHY MADDILA,632228,0.000979646
Andhra Pradesh,Thirupathi,Bharatiya Janata Party,VARA PRASAD RAO VELAGAPALLI,617659,0.000957072
Andhra Pradesh,Thirupathi,Indian National Congress,CHINTA MOHAN,65523,0.000101529
Andhra Pradesh,Thirupathi,Bahujan Samaj Party,PENUMURU. GURAPPA,10506,1.63E-05
Andhra Pradesh,Thirupathi,Independent,KATTAMANCHI. PRABHAKAR,5802,8.99E-06
Andhra Pradesh,Thirupathi,Janata Congress,M UMADEVI,5425,8.41E-06
Andhra Pradesh,Thirupathi,Independent,ALLAM.RAJA,4970,7.70E-06
Andhra Pradesh,Thirupathi,Liberation Congress Party,VIJAY KUMAR G.SRKR,4302,6.67E-06
Andhra Pradesh,Thirupathi,Republican Party of India (A),ANJAIAH.P,3666,5.68E-06
Andhra Pradesh,Thirupathi,Independent,V.C. NAVEEN GUPTA,1731,2.68E-06
Andhra Pradesh,Thirupathi,Jatiya Jana Sena Party,A. VARAPRASAD,1698,2.63E-06
Andhra Pradesh,Thirupathi,Aihra National Party,SYAMDHAN KURAPATI,1568,2.43E-06
Andhra Pradesh,Thirupathi,United Republican Party of India,C. PUNYAMURTHY,1515,2.35E-06
Andhra Pradesh,Thirupathi,Pyramid Party of India,KARRA SIVA,1510,2.34E-06
Andhra Pradesh,Thirupathi,Samajwadi Party,VELURU. THEJOVATHI,1389,2.15E-06
Andhra Pradesh,Thirupathi,Indian Believers Party (IBP),C. DAVID,1239,1.92E-06
Andhra Pradesh,Thirupathi,Independent,K. JEEVARATHNAM,1204,1.87E-06
Andhra Pradesh,Thirupathi,Independent,DASARI. GOWTHAM,1087,1.68E-06
Andhra Pradesh,Thirupathi,Independent,VIJAYA KUMAR.G,801,1.24E-06
Andhra Pradesh,Thirupathi,Jai Hindustan Party,A. MADHU,711,1.10E-06
Andhra Pradesh,Thirupathi,Ambedkar National Congress,B. BHARANI BAS,688,1.07E-06
Andhra Pradesh,Thirupathi,Independent,Y. MAHESH,622,9.64E-07
Andhra Pradesh,Thirupathi,Independent,PRASAD PATIBANDLA,608,9.42E-07
Andhra Pradesh,Thirupathi,None of the Above,NOTA,16118,2.50E-05
Andhra Pradesh,Rajampet,Yuvajana Sramika Rythu Congress Party,P V MIDHUN REDDY,644844,0.000999195
Andhra Pradesh,Rajampet,Bharatiya Janata Party,NALLARI KIRAN KUMAR REDDY,568773,0.000881322
Andhra Pradesh,Rajampet,Indian National Congress,SHAIK BASHEED,53300,8.26E-05
Andhra Pradesh,Rajampet,Bahujan Samaj Party,ABBAVARAM UGENDRA,12363,1.92E-05
Andhra Pradesh,Rajampet,Independent,POOLA REDDY SEKHAR,6100,9.45E-06
Andhra Pradesh,Rajampet,Independent,NAGARAJU JETTI,5999,9.30E-06
Andhra Pradesh,Rajampet,All India Forward Bloc,PRADEEP PENAMADU,5672,8.79E-06
Andhra Pradesh,Rajampet,Independent,CHOUDVARAM SUBBANARASAIAH,4735,7.34E-06
Andhra Pradesh,Rajampet,Independent,PULI SREENIVASULU,4616,7.15E-06
Andhra Pradesh,Rajampet,Independent,SREENIVASULU MARRIPATI,4443,6.88E-06
Andhra Pradesh,Rajampet,Anna YSR Congress Party,AKBAR M BASHA,2411,3.74E-06
Andhra Pradesh,Rajampet,Independent,SANGARAJU NAGESWARA RAJU,1535,2.38E-06
Andhra Pradesh,Rajampet,Jaathia Chethi Vruthula Ikya Vedika Party,MADA RAJA,1415,2.19E-06
Andhra Pradesh,Rajampet,Jai Bharat National Party,BATTHALA RAMANAIAH,1366,2.12E-06
Andhra Pradesh,Rajampet,Independent,DODDAPANENI RAJA NAIDU,1318,2.04E-06
Andhra Pradesh,Rajampet,Liberation Congress Party,MAYANA MOHAMMED SALMAN KHAN,1071,1.66E-06
Andhra Pradesh,Rajampet,Independent,KASTURI OBAIAH NAIDU,887,1.37E-06
Andhra Pradesh,Rajampet,Independent,ASADI VENKATADRI,691,1.07E-06
Andhra Pradesh,Rajampet,None of the Above,NOTA,11400,1.77E-05
Andhra Pradesh,Chittoor,Telugu Desam,DAGGUMALLA PRASADA RAO,778071,0.001205632
Andhra Pradesh,Chittoor,Yuvajana Sramika Rythu Congress Party,REDDEPPA.N .,557592,0.000863997
Andhra Pradesh,Chittoor,Indian National Congress,MOTUKUR JAGAPATHI,30150,4.67E-05
Andhra Pradesh,Chittoor,Bahujan Samaj Party,THOGURU VIJAYA KUMAR,13511,2.09E-05
Andhra Pradesh,Chittoor,Independent,YUGANDAR . KONDA,6973,1.08E-05
Andhra Pradesh,Chittoor,Independent,K.MUNI KRISHNA,3956,6.13E-06
Andhra Pradesh,Chittoor,National Maha Sabha Party,P.JANAKI RAMA RAO ( BABU),2833,4.39E-06
Andhra Pradesh,Chittoor,Independent,PETA.MOHAN .,2366,3.67E-06
Andhra Pradesh,Chittoor,Independent,C.SUDHAKAR,1935,3.00E-06
Andhra Pradesh,Chittoor,Independent,N.CHANDRABABU,1885,2.92E-06
Andhra Pradesh,Chittoor,Independent,MADASI SUDHARSHAN,1578,2.45E-06
Andhra Pradesh,Chittoor,Independent,D.MAHESH,1119,1.73E-06
Andhra Pradesh,Chittoor,Independent,P.MADHU,906,1.40E-06
Andhra Pradesh,Chittoor,Independent,N.BHUPATHI,894,1.39E-06
Andhra Pradesh,Chittoor,Independent,A. PURNA CHANDRA,857,1.33E-06
Andhra Pradesh,Chittoor,Samajwadi Party,PALLIPATTU.ABHINAV VISHNU,676,1.05E-06
Andhra Pradesh,Chittoor,Independent,N.GANGAIAH .,552,8.55E-07
Andhra Pradesh,Chittoor,Independent,T NARESH,534,8.27E-07
Andhra Pradesh,Chittoor,Independent,BANDAPALLI RAMESH,493,7.64E-07
Andhra Pradesh,Chittoor,None of the Above,NOTA,11976,1.86E-05
Arunachal Pradesh,Arunachal West,Bharatiya Janata Party,KIREN RIJIJU,205417,0.000318297
Arunachal Pradesh,Arunachal West,Indian National Congress,NABAM TUKI,104679,0.000162202
Arunachal Pradesh,Arunachal West,Independent,TECHI RANA,33314,5.16E-05
Arunachal Pradesh,Arunachal West,Gana Suraksha Party,TOKO SHEETAL,30530,4.73E-05
Arunachal Pradesh,Arunachal West,Independent,BIMPAK SIGA,11518,1.78E-05
Arunachal Pradesh,Arunachal West,Independent,RUHI TAGUNG,7821,1.21E-05
Arunachal Pradesh,Arunachal West,Independent,LEKI NORBU,2271,3.52E-06
Arunachal Pradesh,Arunachal West,Independent,TANIA JUNE,1958,3.03E-06
Arunachal Pradesh,Arunachal West,None of the Above,NOTA,2296,3.56E-06
Arunachal Pradesh,Arunachal East,Bharatiya Janata Party,TAPIR GAO,145581,0.00022558
Arunachal Pradesh,Arunachal East,Indian National Congress,BOSIRAM SIRAM,115160,0.000178442
Arunachal Pradesh,Arunachal East,Independent,TAMAT GAMOH,27603,4.28E-05
Arunachal Pradesh,Arunachal East,Independent,SOTAI KRI,14213,2.20E-05
Arunachal Pradesh,Arunachal East,Independent,OMAK NITIK,9369,1.45E-05
Arunachal Pradesh,Arunachal East,Arunachal Democratic Party,BANDEY MILI,6622,1.03E-05
Arunachal Pradesh,Arunachal East,None of the Above,NOTA,4895,7.58E-06
Assam,Kokrajhar,"United People’s Party, Liberal",JOYANTA BASUMATARY,488995,0.000757705
Assam,Kokrajhar,Bodoland Peoples Front,KAMPA BORGOYARI,437412,0.000677776
Assam,Kokrajhar,Indian National Congress,GARJAN MASHAHARY,113736,0.000176236
Assam,Kokrajhar,Gana Suraksha Party,BINITA DEKA,94189,0.000145947
Assam,Kokrajhar,Independent,PRITHVIRAJ NARAYAN DEV MECH,33737,5.23E-05
Assam,Kokrajhar,All India Trinamool Congress,GAURI SANKAR SARANIA,23519,3.64E-05
Assam,Kokrajhar,Independent,RANJAY KR BRAHMA,8830,1.37E-05
Assam,Kokrajhar,Voters Party  International,LALIT PEGU,7932,1.23E-05
Assam,Kokrajhar,Independent,JYOTISH KUMAR DAS,6106,9.46E-06
Assam,Kokrajhar,Independent,TRIPTINA RABHA,4540,7.03E-06
Assam,Kokrajhar,Independent,PANKAJ ISLARY,4508,6.99E-06
Assam,Kokrajhar,Independent,AJOY NARZARY,4080,6.32E-06
Assam,Kokrajhar,None of the Above,NOTA,13912,2.16E-05
Assam,Dhubri,Indian National Congress,RAKIBUL HUSSAIN,1471885,0.002280707
Assam,Dhubri,All India United Democratic Front,MOHAMMED BADRUDDIN AJMAL,459409,0.000711861
Assam,Dhubri,Asom Gana Parishad,ZABED ISLAM,438594,0.000679608
Assam,Dhubri,Bharatiya Gana Parishad,S. M. JIAUL HAQUE,12106,1.88E-05
Assam,Dhubri,Independent,FARUK KHAN,10994,1.70E-05
Assam,Dhubri,Independent,BISWAJIT RAY,7703,1.19E-05
Assam,Dhubri,Independent,ALAKESH ROY,6990,1.08E-05
Assam,Dhubri,The National Road Map Party of India,HAFIZ BURHANUDDIN,6940,1.08E-05
Assam,Dhubri,Hindu Samaj Party,RADHARANI BISWAS,6287,9.74E-06
Assam,Dhubri,Voters Party  International,TAHIDUR RAHMAN,5392,8.35E-06
Assam,Dhubri,Asom Jana Morcha,SHUKUR ALI,4792,7.43E-06
Assam,Dhubri,Socialist Unity Centre Of India (COMMUNIST),SURAT ZAMAN MONDAL,4015,6.22E-06
Assam,Dhubri,Republican Party of India (Athawale),REJAUL KARIM,3486,5.40E-06
Assam,Dhubri,None of the Above,NOTA,15015,2.33E-05
Assam,Barpeta,Asom Gana Parishad,PHANI BHUSAN CHOUDHURY,860113,0.001332758
Assam,Barpeta,Indian National Congress,DEEP BAYAN,637762,0.000988221
Assam,Barpeta,Communist Party of India  (Marxist),MANORANJAN TALUKDAR,96138,0.000148967
Assam,Barpeta,All India Trinamool Congress,ABUL KALAM AZAD,16432,2.55E-05
Assam,Barpeta,Independent,DEWAN MOHIBUL ISLAM,9941,1.54E-05
Assam,Barpeta,Bodoland Peoples Front,SAMEJ UDDIN,9692,1.50E-05
Assam,Barpeta,Independent,DULU AHMED,9338,1.45E-05
Assam,Barpeta,Independent,MATIAR RAHMAN,7935,1.23E-05
Assam,Barpeta,Independent,JAGANNATH RAY,5548,8.60E-06
Assam,Barpeta,Voters Party  International,SHAJAHAN ALI KHAN,4448,6.89E-06
Assam,Barpeta,Independent,AYNAL HAQUE,3192,4.95E-06
Assam,Barpeta,Socialist Unity Centre Of India (COMMUNIST),CHITRALEKHA DAS,3131,4.85E-06
Assam,Barpeta,Republican Party of India (Athawale),AMZAD ALI,2679,4.15E-06
Assam,Barpeta,Rashtriya Ulama Council,ABUBAKKAR SIDDIQUE,2477,3.84E-06
Assam,Barpeta,None of the Above,NOTA,17117,2.65E-05
Assam,Darrang-Udalguri,Bharatiya Janata Party,DILIP SAIKIA,868387,0.001345578
Assam,Darrang-Udalguri,Indian National Congress,MADHAB RAJBANGSHI,539375,0.000835769
Assam,Darrang-Udalguri,Bodoland Peoples Front,DURGADAS BORO,310574,0.000481239
Assam,Darrang-Udalguri,Independent,DANIEL MARDI,14291,2.21E-05
Assam,Darrang-Udalguri,Bharatheeya Jawan Kisan Party,AROON BAROOA,12563,1.95E-05
Assam,Darrang-Udalguri,Gana Suraksha Party,SWARNA DEVI,11112,1.72E-05
Assam,Darrang-Udalguri,Voters Party  International,LALIT PEGU,10915,1.69E-05
Assam,Darrang-Udalguri,Socialist Unity Centre Of India (COMMUNIST),JITENDRA CHALIHA,7452,1.15E-05
Assam,Darrang-Udalguri,Republican Party of India (Athawale),ABUL KASEM,4973,7.71E-06
Assam,Darrang-Udalguri,Bharatiya Gana Parishad,BIREN BASAK,4623,7.16E-06
Assam,Darrang-Udalguri,Rashtriya Ulama Council,ABDUL HAMED,3731,5.78E-06
Assam,Darrang-Udalguri,None of the Above,NOTA,23204,3.60E-05
Assam,Guwahati,Bharatiya Janata Party,BIJULI KALITA  MEDHI,894887,0.00138664
Assam,Guwahati,Indian National Congress,MIRA BORTHAKUR GOSWAMI,643797,0.000997573
Assam,Guwahati,Voters Party  International,DIPAK KR BORO,8548,1.32E-05
Assam,Guwahati,Independent,COLONEL GOKUL CHANDRA SINGHA,7678,1.19E-05
Assam,Guwahati,Ekam Sanatan Bharat Dal,AMITABH SARMA,7527,1.17E-05
Assam,Guwahati,Independent,KAZI NEKIB  AHMED,6761,1.05E-05
Assam,Guwahati,Bharatiya Gana Parishad,SAMAD CHOUDHURY,5095,7.89E-06
Assam,Guwahati,Bahujan Maha Party,SHEJON GOYARY,4847,7.51E-06
Assam,Guwahati,None of the Above,NOTA,20249,3.14E-05
Assam,Diphu,Bharatiya Janata Party,AMARSING TISSO,334620,0.000518499
Assam,Diphu,Independent,J. I. KATHAR,187017,0.000289786
Assam,Diphu,Indian National Congress,JOY RAM ENGLENG,124019,0.000192169
Assam,Diphu,Gana Suraksha Party,JOHN BARNARD SANGMA,11279,1.75E-05
Assam,Diphu,Autonomous State Demand Committee,JOTSON BEY,9633,1.49E-05
Assam,Diphu,None of the Above,NOTA,16259,2.52E-05
Assam,Karimganj,Bharatiya Janata Party,KRIPANATH MALLAH,545093,0.000844629
